Timestep,Region,acei
ANZ,2183,3.354
2183,ANZ,3.354
ANZ,2184,3.392
2184,ANZ,3.392
ANZ,2185,3.43
2185,ANZ,3.43
ANZ,2186,3.468
2186,ANZ,3.468
ANZ,2187,3.506
2187,ANZ,3.506
ANZ,2188,3.544
2188,ANZ,3.544
ANZ,2189,3.582
2189,ANZ,3.582
ANZ,2190,3.62
2190,ANZ,3.62
ANZ,2191,3.658
2191,ANZ,3.658
ANZ,2192,3.696
2192,ANZ,3.696
ANZ,2193,3.734
2193,ANZ,3.734
ANZ,2194,3.772
2194,ANZ,3.772
ANZ,2195,3.81
2195,ANZ,3.81
ANZ,2196,3.848
2196,ANZ,3.848
ANZ,2197,3.886
2197,ANZ,3.886
ANZ,2198,3.924
2198,ANZ,3.924
ANZ,2199,3.962
2199,ANZ,3.962
ANZ,2200,4
2200,ANZ,4
ANZ,2201,3.96
2201,ANZ,3.96
ANZ,2202,3.92
2202,ANZ,3.92
ANZ,2203,3.88
2203,ANZ,3.88
ANZ,2204,3.84
2204,ANZ,3.84
ANZ,2205,3.8
2205,ANZ,3.8
ANZ,2206,3.76
2206,ANZ,3.76
ANZ,2207,3.72
2207,ANZ,3.72
ANZ,2208,3.68
2208,ANZ,3.68
ANZ,2209,3.64
2209,ANZ,3.64
ANZ,2210,3.6
2210,ANZ,3.6
ANZ,2211,3.56
2211,ANZ,3.56
ANZ,2212,3.52
2212,ANZ,3.52
ANZ,2213,3.48
2213,ANZ,3.48
ANZ,2214,3.44
2214,ANZ,3.44
ANZ,2215,3.4
2215,ANZ,3.4
ANZ,2216,3.36
2216,ANZ,3.36
ANZ,2217,3.32
2217,ANZ,3.32
ANZ,2218,3.28
2218,ANZ,3.28
ANZ,2219,3.24
2219,ANZ,3.24
ANZ,2220,3.2
2220,ANZ,3.2
ANZ,2221,3.16
2221,ANZ,3.16
ANZ,2222,3.12
2222,ANZ,3.12
ANZ,2223,3.08
2223,ANZ,3.08
ANZ,2224,3.04
2224,ANZ,3.04
ANZ,2225,3
2225,ANZ,3
ANZ,2226,2.96
2226,ANZ,2.96
ANZ,2227,2.92
2227,ANZ,2.92
ANZ,2228,2.88
2228,ANZ,2.88
ANZ,2229,2.84
2229,ANZ,2.84
ANZ,2230,2.8
2230,ANZ,2.8
ANZ,2231,2.76
2231,ANZ,2.76
ANZ,2232,2.72
2232,ANZ,2.72
ANZ,2233,2.68
2233,ANZ,2.68
ANZ,2234,2.64
2234,ANZ,2.64
ANZ,2235,2.6
2235,ANZ,2.6
ANZ,2236,2.56
2236,ANZ,2.56
ANZ,2237,2.52
2237,ANZ,2.52
ANZ,2238,2.48
2238,ANZ,2.48
ANZ,2239,2.44
2239,ANZ,2.44
ANZ,2240,2.4
2240,ANZ,2.4
ANZ,2241,2.36
2241,ANZ,2.36
ANZ,2242,2.32
2242,ANZ,2.32
ANZ,2243,2.28
2243,ANZ,2.28
ANZ,2244,2.24
2244,ANZ,2.24
ANZ,2245,2.2
2245,ANZ,2.2
ANZ,2246,2.16
2246,ANZ,2.16
ANZ,2247,2.12
2247,ANZ,2.12
ANZ,2248,2.08
2248,ANZ,2.08
ANZ,2249,2.04
2249,ANZ,2.04
ANZ,2250,2
2250,ANZ,2
ANZ,2251,1.96
2251,ANZ,1.96
ANZ,2252,1.92
2252,ANZ,1.92
ANZ,2253,1.88
2253,ANZ,1.88
ANZ,2254,1.84
2254,ANZ,1.84
ANZ,2255,1.8
2255,ANZ,1.8
ANZ,2256,1.76
2256,ANZ,1.76
ANZ,2257,1.72
2257,ANZ,1.72
ANZ,2258,1.68
2258,ANZ,1.68
ANZ,2259,1.64
2259,ANZ,1.64
ANZ,2260,1.6
2260,ANZ,1.6
ANZ,2261,1.56
2261,ANZ,1.56
ANZ,2262,1.52
2262,ANZ,1.52
ANZ,2263,1.48
2263,ANZ,1.48
ANZ,2264,1.44
2264,ANZ,1.44
ANZ,2265,1.4
2265,ANZ,1.4
ANZ,2266,1.36
2266,ANZ,1.36
ANZ,2267,1.32
2267,ANZ,1.32
ANZ,2268,1.28
2268,ANZ,1.28
ANZ,2269,1.24
2269,ANZ,1.24
ANZ,2270,1.2
2270,ANZ,1.2
ANZ,2271,1.16
2271,ANZ,1.16
ANZ,2272,1.12
2272,ANZ,1.12
ANZ,2273,1.08
2273,ANZ,1.08
ANZ,2274,1.04
2274,ANZ,1.04
ANZ,2275,1
2275,ANZ,1
ANZ,2276,0.96
2276,ANZ,0.96
ANZ,2277,0.92
2277,ANZ,0.92
ANZ,2278,0.88
2278,ANZ,0.88
ANZ,2279,0.84
2279,ANZ,0.84
ANZ,2280,0.8
2280,ANZ,0.8
ANZ,2281,0.76
2281,ANZ,0.76
ANZ,2282,0.72
2282,ANZ,0.72
ANZ,2283,0.68
2283,ANZ,0.68
ANZ,2284,0.64
2284,ANZ,0.64
ANZ,2285,0.6
2285,ANZ,0.6
ANZ,2286,0.56
2286,ANZ,0.56
ANZ,2287,0.52
2287,ANZ,0.52
ANZ,2288,0.48
2288,ANZ,0.48
ANZ,2289,0.44
2289,ANZ,0.44
ANZ,2290,0.4
2290,ANZ,0.4
ANZ,2291,0.36
2291,ANZ,0.36
ANZ,2292,0.32
2292,ANZ,0.32
ANZ,2293,0.28
2293,ANZ,0.28
ANZ,2294,0.24
2294,ANZ,0.24
ANZ,2295,0.2
2295,ANZ,0.2
ANZ,2296,0.16
2296,ANZ,0.16
ANZ,2297,0.12
2297,ANZ,0.12
ANZ,2298,0.08
2298,ANZ,0.08
ANZ,2299,0.04
2299,ANZ,0.04
ANZ,2300,0
2300,ANZ,0
ANZ,2301,0.1
2301,ANZ,0.1
ANZ,2302,0.1
2302,ANZ,0.1
ANZ,2303,0.1
2303,ANZ,0.1
ANZ,2304,0.1
2304,ANZ,0.1
ANZ,2305,0.1
2305,ANZ,0.1
ANZ,2306,0.1
2306,ANZ,0.1
ANZ,2307,0.1
2307,ANZ,0.1
ANZ,2308,0.1
2308,ANZ,0.1
ANZ,2309,0.1
2309,ANZ,0.1
ANZ,2310,0.1
2310,ANZ,0.1
ANZ,2311,0.1
2311,ANZ,0.1
ANZ,2312,0.1
2312,ANZ,0.1
ANZ,2313,0.1
2313,ANZ,0.1
ANZ,2314,0.1
2314,ANZ,0.1
ANZ,2315,0.1
2315,ANZ,0.1
ANZ,2316,0.1
2316,ANZ,0.1
ANZ,2317,0.1
2317,ANZ,0.1
ANZ,2318,0.1
2318,ANZ,0.1
ANZ,2319,0.1
2319,ANZ,0.1
ANZ,2320,0.1
2320,ANZ,0.1
ANZ,2321,0.1
2321,ANZ,0.1
ANZ,2322,0.1
2322,ANZ,0.1
ANZ,2323,0.1
2323,ANZ,0.1
ANZ,2324,0.1
2324,ANZ,0.1
ANZ,2325,0.1
2325,ANZ,0.1
ANZ,2326,0.1
2326,ANZ,0.1
ANZ,2327,0.1
2327,ANZ,0.1
ANZ,2328,0.1
2328,ANZ,0.1
ANZ,2329,0.1
2329,ANZ,0.1
ANZ,2330,0.1
2330,ANZ,0.1
ANZ,2331,0.1
2331,ANZ,0.1
ANZ,2332,0.1
2332,ANZ,0.1
ANZ,2333,0.1
2333,ANZ,0.1
ANZ,2334,0.1
2334,ANZ,0.1
ANZ,2335,0.1
2335,ANZ,0.1
ANZ,2336,0.1
2336,ANZ,0.1
ANZ,2337,0.1
2337,ANZ,0.1
ANZ,2338,0.1
2338,ANZ,0.1
ANZ,2339,0.1
2339,ANZ,0.1
ANZ,2340,0.1
2340,ANZ,0.1
ANZ,2341,0.1
2341,ANZ,0.1
ANZ,2342,0.1
2342,ANZ,0.1
ANZ,2343,0.1
2343,ANZ,0.1
ANZ,2344,0.1
2344,ANZ,0.1
ANZ,2345,0.1
2345,ANZ,0.1
ANZ,2346,0.1
2346,ANZ,0.1
ANZ,2347,0.1
2347,ANZ,0.1
ANZ,2348,0.1
2348,ANZ,0.1
ANZ,2349,0.1
2349,ANZ,0.1
ANZ,2350,0.1
2350,ANZ,0.1
ANZ,2351,0.1
2351,ANZ,0.1
ANZ,2352,0.1
2352,ANZ,0.1
ANZ,2353,0.1
2353,ANZ,0.1
ANZ,2354,0.1
2354,ANZ,0.1
ANZ,2355,0.1
2355,ANZ,0.1
ANZ,2356,0.1
2356,ANZ,0.1
ANZ,2357,0.1
2357,ANZ,0.1
ANZ,2358,0.1
2358,ANZ,0.1
ANZ,2359,0.1
2359,ANZ,0.1
ANZ,2360,0.1
2360,ANZ,0.1
ANZ,2361,0.1
2361,ANZ,0.1
ANZ,2362,0.1
2362,ANZ,0.1
ANZ,2363,0.1
2363,ANZ,0.1
ANZ,2364,0.1
2364,ANZ,0.1
ANZ,2365,0.1
2365,ANZ,0.1
ANZ,2366,0.1
2366,ANZ,0.1
ANZ,2367,0.1
2367,ANZ,0.1
ANZ,2368,0.1
2368,ANZ,0.1
ANZ,2369,0.1
2369,ANZ,0.1
ANZ,2370,0.1
2370,ANZ,0.1
ANZ,2371,0.1
2371,ANZ,0.1
ANZ,2372,0.1
2372,ANZ,0.1
ANZ,2373,0.1
2373,ANZ,0.1
ANZ,2374,0.1
2374,ANZ,0.1
ANZ,2375,0.1
2375,ANZ,0.1
ANZ,2376,0.1
2376,ANZ,0.1
ANZ,2377,0.1
2377,ANZ,0.1
ANZ,2378,0.1
2378,ANZ,0.1
ANZ,2379,0.1
2379,ANZ,0.1
ANZ,2380,0.1
2380,ANZ,0.1
ANZ,2381,0.1
2381,ANZ,0.1
ANZ,2382,0.1
2382,ANZ,0.1
ANZ,2383,0.1
2383,ANZ,0.1
ANZ,2384,0.1
2384,ANZ,0.1
ANZ,2385,0.1
2385,ANZ,0.1
ANZ,2386,0.1
2386,ANZ,0.1
ANZ,2387,0.1
2387,ANZ,0.1
ANZ,2388,0.1
2388,ANZ,0.1
ANZ,2389,0.1
2389,ANZ,0.1
ANZ,2390,0.1
2390,ANZ,0.1
ANZ,2391,0.1
2391,ANZ,0.1
ANZ,2392,0.1
2392,ANZ,0.1
ANZ,2393,0.1
2393,ANZ,0.1
ANZ,2394,0.1
2394,ANZ,0.1
ANZ,2395,0.1
2395,ANZ,0.1
ANZ,2396,0.1
2396,ANZ,0.1
ANZ,2397,0.1
2397,ANZ,0.1
ANZ,2398,0.1
2398,ANZ,0.1
ANZ,2399,0.1
2399,ANZ,0.1
ANZ,2400,0.1
2400,ANZ,0.1
ANZ,2401,0.1
2401,ANZ,0.1
ANZ,2402,0.1
2402,ANZ,0.1
ANZ,2403,0.1
2403,ANZ,0.1
ANZ,2404,0.1
2404,ANZ,0.1
ANZ,2405,0.1
2405,ANZ,0.1
ANZ,2406,0.1
2406,ANZ,0.1
ANZ,2407,0.1
2407,ANZ,0.1
ANZ,2408,0.1
2408,ANZ,0.1
ANZ,2409,0.1
2409,ANZ,0.1
ANZ,2410,0.1
2410,ANZ,0.1
ANZ,2411,0.1
2411,ANZ,0.1
ANZ,2412,0.1
2412,ANZ,0.1
ANZ,2413,0.1
2413,ANZ,0.1
ANZ,2414,0.1
2414,ANZ,0.1
ANZ,2415,0.1
2415,ANZ,0.1
ANZ,2416,0.1
2416,ANZ,0.1
ANZ,2417,0.1
2417,ANZ,0.1
ANZ,2418,0.1
2418,ANZ,0.1
ANZ,2419,0.1
2419,ANZ,0.1
ANZ,2420,0.1
2420,ANZ,0.1
ANZ,2421,0.1
2421,ANZ,0.1
ANZ,2422,0.1
2422,ANZ,0.1
ANZ,2423,0.1
2423,ANZ,0.1
ANZ,2424,0.1
2424,ANZ,0.1
ANZ,2425,0.1
2425,ANZ,0.1
ANZ,2426,0.1
2426,ANZ,0.1
ANZ,2427,0.1
2427,ANZ,0.1
ANZ,2428,0.1
2428,ANZ,0.1
ANZ,2429,0.1
2429,ANZ,0.1
ANZ,2430,0.1
2430,ANZ,0.1
ANZ,2431,0.1
2431,ANZ,0.1
ANZ,2432,0.1
2432,ANZ,0.1
ANZ,2433,0.1
2433,ANZ,0.1
ANZ,2434,0.1
2434,ANZ,0.1
ANZ,2435,0.1
2435,ANZ,0.1
ANZ,2436,0.1
2436,ANZ,0.1
ANZ,2437,0.1
2437,ANZ,0.1
ANZ,2438,0.1
2438,ANZ,0.1
ANZ,2439,0.1
2439,ANZ,0.1
ANZ,2440,0.1
2440,ANZ,0.1
ANZ,2441,0.1
2441,ANZ,0.1
ANZ,2442,0.1
2442,ANZ,0.1
ANZ,2443,0.1
2443,ANZ,0.1
ANZ,2444,0.1
2444,ANZ,0.1
ANZ,2445,0.1
2445,ANZ,0.1
ANZ,2446,0.1
2446,ANZ,0.1
ANZ,2447,0.1
2447,ANZ,0.1
ANZ,2448,0.1
2448,ANZ,0.1
ANZ,2449,0.1
2449,ANZ,0.1
ANZ,2450,0.1
2450,ANZ,0.1
ANZ,2451,0.1
2451,ANZ,0.1
ANZ,2452,0.1
2452,ANZ,0.1
ANZ,2453,0.1
2453,ANZ,0.1
ANZ,2454,0.1
2454,ANZ,0.1
ANZ,2455,0.1
2455,ANZ,0.1
ANZ,2456,0.1
2456,ANZ,0.1
ANZ,2457,0.1
2457,ANZ,0.1
ANZ,2458,0.1
2458,ANZ,0.1
ANZ,2459,0.1
2459,ANZ,0.1
ANZ,2460,0.1
2460,ANZ,0.1
ANZ,2461,0.1
2461,ANZ,0.1
ANZ,2462,0.1
2462,ANZ,0.1
ANZ,2463,0.1
2463,ANZ,0.1
ANZ,2464,0.1
2464,ANZ,0.1
ANZ,2465,0.1
2465,ANZ,0.1
ANZ,2466,0.1
2466,ANZ,0.1
ANZ,2467,0.1
2467,ANZ,0.1
ANZ,2468,0.1
2468,ANZ,0.1
ANZ,2469,0.1
2469,ANZ,0.1
ANZ,2470,0.1
2470,ANZ,0.1
ANZ,2471,0.1
2471,ANZ,0.1
ANZ,2472,0.1
2472,ANZ,0.1
ANZ,2473,0.1
2473,ANZ,0.1
ANZ,2474,0.1
2474,ANZ,0.1
ANZ,2475,0.1
2475,ANZ,0.1
ANZ,2476,0.1
2476,ANZ,0.1
ANZ,2477,0.1
2477,ANZ,0.1
ANZ,2478,0.1
2478,ANZ,0.1
ANZ,2479,0.1
2479,ANZ,0.1
ANZ,2480,0.1
2480,ANZ,0.1
ANZ,2481,0.1
2481,ANZ,0.1
ANZ,2482,0.1
2482,ANZ,0.1
ANZ,2483,0.1
2483,ANZ,0.1
ANZ,2484,0.1
2484,ANZ,0.1
ANZ,2485,0.1
2485,ANZ,0.1
ANZ,2486,0.1
2486,ANZ,0.1
ANZ,2487,0.1
2487,ANZ,0.1
ANZ,2488,0.1
2488,ANZ,0.1
ANZ,2489,0.1
2489,ANZ,0.1
ANZ,2490,0.1
2490,ANZ,0.1
ANZ,2491,0.1
2491,ANZ,0.1
ANZ,2492,0.1
2492,ANZ,0.1
ANZ,2493,0.1
2493,ANZ,0.1
ANZ,2494,0.1
2494,ANZ,0.1
ANZ,2495,0.1
2495,ANZ,0.1
ANZ,2496,0.1
2496,ANZ,0.1
ANZ,2497,0.1
2497,ANZ,0.1
ANZ,2498,0.1
2498,ANZ,0.1
ANZ,2499,0.1
2499,ANZ,0.1
ANZ,2500,0.1
2500,ANZ,0.1
ANZ,2501,0.1
2501,ANZ,0.1
ANZ,2502,0.1
2502,ANZ,0.1
ANZ,2503,0.1
2503,ANZ,0.1
ANZ,2504,0.1
2504,ANZ,0.1
ANZ,2505,0.1
2505,ANZ,0.1
ANZ,2506,0.1
2506,ANZ,0.1
ANZ,2507,0.1
2507,ANZ,0.1
ANZ,2508,0.1
2508,ANZ,0.1
ANZ,2509,0.1
2509,ANZ,0.1
ANZ,2510,0.1
2510,ANZ,0.1
ANZ,2511,0.1
2511,ANZ,0.1
ANZ,2512,0.1
2512,ANZ,0.1
ANZ,2513,0.1
2513,ANZ,0.1
ANZ,2514,0.1
2514,ANZ,0.1
ANZ,2515,0.1
2515,ANZ,0.1
ANZ,2516,0.1
2516,ANZ,0.1
ANZ,2517,0.1
2517,ANZ,0.1
ANZ,2518,0.1
2518,ANZ,0.1
ANZ,2519,0.1
2519,ANZ,0.1
ANZ,2520,0.1
2520,ANZ,0.1
ANZ,2521,0.1
2521,ANZ,0.1
ANZ,2522,0.1
2522,ANZ,0.1
ANZ,2523,0.1
2523,ANZ,0.1
ANZ,2524,0.1
2524,ANZ,0.1
ANZ,2525,0.1
2525,ANZ,0.1
ANZ,2526,0.1
2526,ANZ,0.1
ANZ,2527,0.1
2527,ANZ,0.1
ANZ,2528,0.1
2528,ANZ,0.1
ANZ,2529,0.1
2529,ANZ,0.1
ANZ,2530,0.1
2530,ANZ,0.1
ANZ,2531,0.1
2531,ANZ,0.1
ANZ,2532,0.1
2532,ANZ,0.1
ANZ,2533,0.1
2533,ANZ,0.1
ANZ,2534,0.1
2534,ANZ,0.1
ANZ,2535,0.1
2535,ANZ,0.1
ANZ,2536,0.1
2536,ANZ,0.1
ANZ,2537,0.1
2537,ANZ,0.1
ANZ,2538,0.1
2538,ANZ,0.1
ANZ,2539,0.1
2539,ANZ,0.1
ANZ,2540,0.1
2540,ANZ,0.1
ANZ,2541,0.1
2541,ANZ,0.1
ANZ,2542,0.1
2542,ANZ,0.1
ANZ,2543,0.1
2543,ANZ,0.1
ANZ,2544,0.1
2544,ANZ,0.1
ANZ,2545,0.1
2545,ANZ,0.1
ANZ,2546,0.1
2546,ANZ,0.1
ANZ,2547,0.1
2547,ANZ,0.1
ANZ,2548,0.1
2548,ANZ,0.1
ANZ,2549,0.1
2549,ANZ,0.1
ANZ,2550,0.1
2550,ANZ,0.1
ANZ,2551,0.1
2551,ANZ,0.1
ANZ,2552,0.1
2552,ANZ,0.1
ANZ,2553,0.1
2553,ANZ,0.1
ANZ,2554,0.1
2554,ANZ,0.1
ANZ,2555,0.1
2555,ANZ,0.1
ANZ,2556,0.1
2556,ANZ,0.1
ANZ,2557,0.1
2557,ANZ,0.1
ANZ,2558,0.1
2558,ANZ,0.1
ANZ,2559,0.1
2559,ANZ,0.1
ANZ,2560,0.1
2560,ANZ,0.1
ANZ,2561,0.1
2561,ANZ,0.1
ANZ,2562,0.1
2562,ANZ,0.1
ANZ,2563,0.1
2563,ANZ,0.1
ANZ,2564,0.1
2564,ANZ,0.1
ANZ,2565,0.1
2565,ANZ,0.1
ANZ,2566,0.1
2566,ANZ,0.1
ANZ,2567,0.1
2567,ANZ,0.1
ANZ,2568,0.1
2568,ANZ,0.1
ANZ,2569,0.1
2569,ANZ,0.1
ANZ,2570,0.1
2570,ANZ,0.1
ANZ,2571,0.1
2571,ANZ,0.1
ANZ,2572,0.1
2572,ANZ,0.1
ANZ,2573,0.1
2573,ANZ,0.1
ANZ,2574,0.1
2574,ANZ,0.1
ANZ,2575,0.1
2575,ANZ,0.1
ANZ,2576,0.1
2576,ANZ,0.1
ANZ,2577,0.1
2577,ANZ,0.1
ANZ,2578,0.1
2578,ANZ,0.1
ANZ,2579,0.1
2579,ANZ,0.1
ANZ,2580,0.1
2580,ANZ,0.1
ANZ,2581,0.1
2581,ANZ,0.1
ANZ,2582,0.1
2582,ANZ,0.1
ANZ,2583,0.1
2583,ANZ,0.1
ANZ,2584,0.1
2584,ANZ,0.1
ANZ,2585,0.1
2585,ANZ,0.1
ANZ,2586,0.1
2586,ANZ,0.1
ANZ,2587,0.1
2587,ANZ,0.1
ANZ,2588,0.1
2588,ANZ,0.1
ANZ,2589,0.1
2589,ANZ,0.1
ANZ,2590,0.1
2590,ANZ,0.1
ANZ,2591,0.1
2591,ANZ,0.1
ANZ,2592,0.1
2592,ANZ,0.1
ANZ,2593,0.1
2593,ANZ,0.1
ANZ,2594,0.1
2594,ANZ,0.1
ANZ,2595,0.1
2595,ANZ,0.1
ANZ,2596,0.1
2596,ANZ,0.1
ANZ,2597,0.1
2597,ANZ,0.1
ANZ,2598,0.1
2598,ANZ,0.1
ANZ,2599,0.1
2599,ANZ,0.1
ANZ,2600,0.1
2600,ANZ,0.1
ANZ,2601,0.1
2601,ANZ,0.1
ANZ,2602,0.1
2602,ANZ,0.1
ANZ,2603,0.1
2603,ANZ,0.1
ANZ,2604,0.1
2604,ANZ,0.1
ANZ,2605,0.1
2605,ANZ,0.1
ANZ,2606,0.1
2606,ANZ,0.1
ANZ,2607,0.1
2607,ANZ,0.1
ANZ,2608,0.1
2608,ANZ,0.1
ANZ,2609,0.1
2609,ANZ,0.1
ANZ,2610,0.1
2610,ANZ,0.1
ANZ,2611,0.1
2611,ANZ,0.1
ANZ,2612,0.1
2612,ANZ,0.1
ANZ,2613,0.1
2613,ANZ,0.1
ANZ,2614,0.1
2614,ANZ,0.1
ANZ,2615,0.1
2615,ANZ,0.1
ANZ,2616,0.1
2616,ANZ,0.1
ANZ,2617,0.1
2617,ANZ,0.1
ANZ,2618,0.1
2618,ANZ,0.1
ANZ,2619,0.1
2619,ANZ,0.1
ANZ,2620,0.1
2620,ANZ,0.1
ANZ,2621,0.1
2621,ANZ,0.1
ANZ,2622,0.1
2622,ANZ,0.1
ANZ,2623,0.1
2623,ANZ,0.1
ANZ,2624,0.1
2624,ANZ,0.1
ANZ,2625,0.1
2625,ANZ,0.1
ANZ,2626,0.1
2626,ANZ,0.1
ANZ,2627,0.1
2627,ANZ,0.1
ANZ,2628,0.1
2628,ANZ,0.1
ANZ,2629,0.1
2629,ANZ,0.1
ANZ,2630,0.1
2630,ANZ,0.1
ANZ,2631,0.1
2631,ANZ,0.1
ANZ,2632,0.1
2632,ANZ,0.1
ANZ,2633,0.1
2633,ANZ,0.1
ANZ,2634,0.1
2634,ANZ,0.1
ANZ,2635,0.1
2635,ANZ,0.1
ANZ,2636,0.1
2636,ANZ,0.1
ANZ,2637,0.1
2637,ANZ,0.1
ANZ,2638,0.1
2638,ANZ,0.1
ANZ,2639,0.1
2639,ANZ,0.1
ANZ,2640,0.1
2640,ANZ,0.1
ANZ,2641,0.1
2641,ANZ,0.1
ANZ,2642,0.1
2642,ANZ,0.1
ANZ,2643,0.1
2643,ANZ,0.1
ANZ,2644,0.1
2644,ANZ,0.1
ANZ,2645,0.1
2645,ANZ,0.1
ANZ,2646,0.1
2646,ANZ,0.1
ANZ,2647,0.1
2647,ANZ,0.1
ANZ,2648,0.1
2648,ANZ,0.1
ANZ,2649,0.1
2649,ANZ,0.1
ANZ,2650,0.1
2650,ANZ,0.1
ANZ,2651,0.1
2651,ANZ,0.1
ANZ,2652,0.1
2652,ANZ,0.1
ANZ,2653,0.1
2653,ANZ,0.1
ANZ,2654,0.1
2654,ANZ,0.1
ANZ,2655,0.1
2655,ANZ,0.1
ANZ,2656,0.1
2656,ANZ,0.1
ANZ,2657,0.1
2657,ANZ,0.1
ANZ,2658,0.1
2658,ANZ,0.1
ANZ,2659,0.1
2659,ANZ,0.1
ANZ,2660,0.1
2660,ANZ,0.1
ANZ,2661,0.1
2661,ANZ,0.1
ANZ,2662,0.1
2662,ANZ,0.1
ANZ,2663,0.1
2663,ANZ,0.1
ANZ,2664,0.1
2664,ANZ,0.1
ANZ,2665,0.1
2665,ANZ,0.1
ANZ,2666,0.1
2666,ANZ,0.1
ANZ,2667,0.1
2667,ANZ,0.1
ANZ,2668,0.1
2668,ANZ,0.1
ANZ,2669,0.1
2669,ANZ,0.1
ANZ,2670,0.1
2670,ANZ,0.1
ANZ,2671,0.1
2671,ANZ,0.1
ANZ,2672,0.1
2672,ANZ,0.1
ANZ,2673,0.1
2673,ANZ,0.1
ANZ,2674,0.1
2674,ANZ,0.1
ANZ,2675,0.1
2675,ANZ,0.1
ANZ,2676,0.1
2676,ANZ,0.1
ANZ,2677,0.1
2677,ANZ,0.1
ANZ,2678,0.1
2678,ANZ,0.1
ANZ,2679,0.1
2679,ANZ,0.1
ANZ,2680,0.1
2680,ANZ,0.1
ANZ,2681,0.1
2681,ANZ,0.1
ANZ,2682,0.1
2682,ANZ,0.1
ANZ,2683,0.1
2683,ANZ,0.1
ANZ,2684,0.1
2684,ANZ,0.1
ANZ,2685,0.1
2685,ANZ,0.1
ANZ,2686,0.1
2686,ANZ,0.1
ANZ,2687,0.1
2687,ANZ,0.1
ANZ,2688,0.1
2688,ANZ,0.1
ANZ,2689,0.1
2689,ANZ,0.1
ANZ,2690,0.1
2690,ANZ,0.1
ANZ,2691,0.1
2691,ANZ,0.1
ANZ,2692,0.1
2692,ANZ,0.1
ANZ,2693,0.1
2693,ANZ,0.1
ANZ,2694,0.1
2694,ANZ,0.1
ANZ,2695,0.1
2695,ANZ,0.1
ANZ,2696,0.1
2696,ANZ,0.1
ANZ,2697,0.1
2697,ANZ,0.1
ANZ,2698,0.1
2698,ANZ,0.1
ANZ,2699,0.1
2699,ANZ,0.1
ANZ,2700,0.1
2700,ANZ,0.1
ANZ,2701,0.1
2701,ANZ,0.1
ANZ,2702,0.1
2702,ANZ,0.1
ANZ,2703,0.1
2703,ANZ,0.1
ANZ,2704,0.1
2704,ANZ,0.1
ANZ,2705,0.1
2705,ANZ,0.1
ANZ,2706,0.1
2706,ANZ,0.1
ANZ,2707,0.1
2707,ANZ,0.1
ANZ,2708,0.1
2708,ANZ,0.1
ANZ,2709,0.1
2709,ANZ,0.1
ANZ,2710,0.1
2710,ANZ,0.1
ANZ,2711,0.1
2711,ANZ,0.1
ANZ,2712,0.1
2712,ANZ,0.1
ANZ,2713,0.1
2713,ANZ,0.1
ANZ,2714,0.1
2714,ANZ,0.1
ANZ,2715,0.1
2715,ANZ,0.1
ANZ,2716,0.1
2716,ANZ,0.1
ANZ,2717,0.1
2717,ANZ,0.1
ANZ,2718,0.1
2718,ANZ,0.1
ANZ,2719,0.1
2719,ANZ,0.1
ANZ,2720,0.1
2720,ANZ,0.1
ANZ,2721,0.1
2721,ANZ,0.1
ANZ,2722,0.1
2722,ANZ,0.1
ANZ,2723,0.1
2723,ANZ,0.1
ANZ,2724,0.1
2724,ANZ,0.1
ANZ,2725,0.1
2725,ANZ,0.1
ANZ,2726,0.1
2726,ANZ,0.1
ANZ,2727,0.1
2727,ANZ,0.1
ANZ,2728,0.1
2728,ANZ,0.1
ANZ,2729,0.1
2729,ANZ,0.1
ANZ,2730,0.1
2730,ANZ,0.1
ANZ,2731,0.1
2731,ANZ,0.1
ANZ,2732,0.1
2732,ANZ,0.1
ANZ,2733,0.1
2733,ANZ,0.1
ANZ,2734,0.1
2734,ANZ,0.1
ANZ,2735,0.1
2735,ANZ,0.1
ANZ,2736,0.1
2736,ANZ,0.1
ANZ,2737,0.1
2737,ANZ,0.1
ANZ,2738,0.1
2738,ANZ,0.1
ANZ,2739,0.1
2739,ANZ,0.1
ANZ,2740,0.1
2740,ANZ,0.1
ANZ,2741,0.1
2741,ANZ,0.1
ANZ,2742,0.1
2742,ANZ,0.1
ANZ,2743,0.1
2743,ANZ,0.1
ANZ,2744,0.1
2744,ANZ,0.1
ANZ,2745,0.1
2745,ANZ,0.1
ANZ,2746,0.1
2746,ANZ,0.1
ANZ,2747,0.1
2747,ANZ,0.1
ANZ,2748,0.1
2748,ANZ,0.1
ANZ,2749,0.1
2749,ANZ,0.1
ANZ,2750,0.1
2750,ANZ,0.1
ANZ,2751,0.1
2751,ANZ,0.1
ANZ,2752,0.1
2752,ANZ,0.1
ANZ,2753,0.1
2753,ANZ,0.1
ANZ,2754,0.1
2754,ANZ,0.1
ANZ,2755,0.1
2755,ANZ,0.1
ANZ,2756,0.1
2756,ANZ,0.1
ANZ,2757,0.1
2757,ANZ,0.1
ANZ,2758,0.1
2758,ANZ,0.1
ANZ,2759,0.1
2759,ANZ,0.1
ANZ,2760,0.1
2760,ANZ,0.1
ANZ,2761,0.1
2761,ANZ,0.1
ANZ,2762,0.1
2762,ANZ,0.1
ANZ,2763,0.1
2763,ANZ,0.1
ANZ,2764,0.1
2764,ANZ,0.1
ANZ,2765,0.1
2765,ANZ,0.1
ANZ,2766,0.1
